#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:dna9" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:dna9" name="birthDiffRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:dna9" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.dna9" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:dna9" name="distribution" x="@birthRate.t:dna9">
#            <Uniform id="Uniform.1" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="FrequenciesPrior.s:dna9" name="distribution">
#            <parameter dimension="4" id="freqParameter.s:dna9" lower="0.0" name="x" spec="beast.core.parameter.RealParameter" upper="1.0">0.25</parameter>
#            <Uniform id="Uniform.3" name="distr"/>
#        </prior>
#        <prior id="KappaPrior.s:dna9" name="distribution">
#            <parameter id="kappa.s:dna9" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="M" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="S" spec="beast.core.parameter.RealParameter">1.25</parameter>
#            </LogNormal>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@dna9" id="treeLikelihood.dna9" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:dna9">
#            <siteModel id="SiteModel.s:dna9" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:dna9" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:dna9" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:dna9" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:dna9" kappa="@kappa.s:dna9" spec="beast.evolution.substitutionmodel.HKY">
#                    <frequencies frequencies="@freqParameter.s:dna9" id="estimatedFreqs.s:dna9" spec="beast.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:dna9" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:dna9" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	YuleModel	birthRate	kappa	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4
366000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
367000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
368000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
369000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
370000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
371000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
372000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
373000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
374000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
375000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
376000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
377000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
378000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
379000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
380000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
381000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
382000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
383000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
384000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
385000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
386000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
387000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
388000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
389000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
390000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
391000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
392000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
393000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
394000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
395000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
396000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
397000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
398000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
399000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
400000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
401000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
402000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
403000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
404000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
405000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
406000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
407000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
408000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
409000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
410000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
411000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
412000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
413000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
414000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
415000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
416000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
417000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
418000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
419000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
420000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
421000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
422000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
423000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
424000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
425000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
426000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
427000	-4505.538895578647	-4509.235681044791	3.696785466144046	-4509.235681044791	0.2327807872734146	5.747616906050171	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
428000	-4505.538884638896	-4509.235886871895	3.697002232998933	-4509.235886871895	0.2327807872734146	5.747833672905058	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
429000	-4505.538884638896	-4509.235886871895	3.697002232998933	-4509.235886871895	0.2327807872734146	5.747833672905058	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
430000	-4505.538884638896	-4509.235886871895	3.697002232998933	-4509.235886871895	0.2327807872734146	5.747833672905058	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
431000	-4505.538884638896	-4509.235886871895	3.697002232998933	-4509.235886871895	0.2327807872734146	5.747833672905058	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
432000	-4505.538884638896	-4509.235886871895	3.697002232998933	-4509.235886871895	0.2327807872734146	5.747833672905058	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
433000	-4505.538884638896	-4509.235886871895	3.697002232998933	-4509.235886871895	0.2327807872734146	5.747833672905058	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
434000	-4505.538884638896	-4509.235886871895	3.697002232998933	-4509.235886871895	0.2327807872734146	5.747833672905058	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
435000	-4505.538884638896	-4509.235886871895	3.697002232998933	-4509.235886871895	0.2327807872734146	5.747833672905058	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
436000	-4505.4995708526185	-4509.186656276465	3.687085423846974	-4509.186656276465	0.2327807872734146	5.747833672905058	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
437000	-4505.499536820388	-4509.186013004164	3.6864761837760964	-4509.186013004164	0.2327807872734146	5.74722443283418	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
438000	-4505.499536820388	-4509.186013004164	3.6864761837760964	-4509.186013004164	0.2327807872734146	5.74722443283418	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
439000	-4505.499536820388	-4509.186013004164	3.6864761837760964	-4509.186013004164	0.2327807872734146	5.74722443283418	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
440000	-4505.499536820388	-4509.186013004164	3.6864761837760964	-4509.186013004164	0.2327807872734146	5.74722443283418	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
441000	-4505.499536820388	-4509.186013004164	3.6864761837760964	-4509.186013004164	0.2327807872734146	5.74722443283418	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
442000	-4505.499536820388	-4509.186013004164	3.6864761837760964	-4509.186013004164	0.2327807872734146	5.74722443283418	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
