#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:dna9" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:dna9" name="birthDiffRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:dna9" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.dna9" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:dna9" name="distribution" x="@birthRate.t:dna9">
#            <Uniform id="Uniform.1" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="FrequenciesPrior.s:dna9" name="distribution">
#            <parameter dimension="4" id="freqParameter.s:dna9" lower="0.0" name="x" spec="beast.core.parameter.RealParameter" upper="1.0">0.25</parameter>
#            <Uniform id="Uniform.3" name="distr"/>
#        </prior>
#        <prior id="KappaPrior.s:dna9" name="distribution">
#            <parameter id="kappa.s:dna9" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="M" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="S" spec="beast.core.parameter.RealParameter">1.25</parameter>
#            </LogNormal>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@dna9" id="treeLikelihood.dna9" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:dna9">
#            <siteModel id="SiteModel.s:dna9" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:dna9" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:dna9" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:dna9" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:dna9" kappa="@kappa.s:dna9" spec="beast.evolution.substitutionmodel.HKY">
#                    <frequencies frequencies="@freqParameter.s:dna9" id="estimatedFreqs.s:dna9" spec="beast.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:dna9" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:dna9" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	YuleModel	birthRate	kappa	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4
502000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
503000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
504000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
505000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
506000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
507000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
508000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
509000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
510000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
511000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
512000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
513000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
514000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
515000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
516000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
517000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
518000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
519000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
520000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
521000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
522000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
523000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
524000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
525000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
526000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
527000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
528000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
529000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
530000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
531000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
532000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
533000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
534000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
535000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
536000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
537000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
538000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
539000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
540000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
541000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
542000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
543000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
544000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
545000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
546000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
547000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
548000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
549000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
550000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
551000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
552000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
553000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
554000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
555000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
556000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
557000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
558000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
559000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
560000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
561000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
562000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
563000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
564000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
565000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
566000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
567000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
568000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
569000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
570000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
571000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
572000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
573000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
574000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
575000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
576000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
577000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
578000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
579000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
580000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
581000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
582000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
583000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
584000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
585000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
586000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
587000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
588000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
589000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
590000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
591000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
592000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
593000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
594000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
595000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
596000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
597000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
598000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
599000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
600000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
601000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
602000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
603000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
604000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
605000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
606000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
607000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
608000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
609000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
610000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
611000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
612000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
613000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
614000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
615000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
616000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
617000	-4505.499530664109	-4509.186140503808	3.6866098396985416	-4509.186140503808	0.2327807872734146	5.747358088756625	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
